video_id,comment_text,sarcasm,hate_speech,misinformation,emotion,code_switch_tags
zXAAAXogJ78,Horror prank karo zulqarnain Bhai ❤,no,none,na,joy,Horror/urdu prank/urdu karo/urdu zulqarnain/urdu Bhai/urdu ❤/urdu
BljaIOvFkcM,Sab janthy ha Bilawa air Moulana l ki waja sy tho ye najaiz Govt qabiz ha,no,hate,na,anger,Sab/urdu janthy/urdu ha/urdu Bilawa/urdu air/urdu Moulana/urdu l/urdu ki/urdu waja/urdu sy/urdu tho/urdu ye/urdu najaiz/urdu Govt/urdu qabiz/urdu ha/urdu
BljaIOvFkcM,Hamla ye b foji ne he kiya ho ga sub hamle ye khud he karte hain,no,none,na,anger|sadness,Hamla/urdu ye/urdu b/urdu foji/urdu ne/urdu he/urdu kiya/urdu ho/urdu ga/urdu sub/urdu hamle/urdu ye/urdu khud/urdu he/urdu karte/urdu hain/urdu
BaMLBWWvNHA,Koti maa ka bacha,no,hate,na,anger,Koti/urdu maa/urdu ka/urdu bacha/urdu
eY0i4nBXqdY,Fatima aapki naukrani aayesha aur hamari bahan Ayesha,no,none,na,joy|none,Fatima/urdu aapki/urdu naukrani/urdu aayesha/urdu aur/urdu hamari/urdu bahan/urdu Ayesha/urdu
zfjRK9s0pjA,Koi hai lekin yah Kaisa bacchon ke gane kabhi bhi nahin meri baat sunokoxolsojd87dojd,no,none,na,none,Koi/urdu hai/urdu lekin/urdu yah/urdu Kaisa/urdu bacchon/urdu ke/urdu gane/urdu kabhi/urdu bhi/urdu nahin/urdu meri/urdu baat/urdu sunokoxolsojd87dojd/ambiguous
eY0i4nBXqdY,Namaz kabhi AP me paree Nahi omra Karne ga Rahi ho😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡,yes,offensive,na,anger|sadness,Namaz/urdu kabhi/urdu AP/urdu me/urdu paree/urdu Nahi/urdu omra/urdu Karne/urdu ga/urdu Rahi/urdu ho😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡😡/ambiguous
4k0ZV0UFZSw,Kiya yeh  possible hai.. jo aap bolein likha aa jaey.. baz auqat awaz nahi chala saktay.. thanks,no,none,na,sadness|anger,Kiya/urdu yeh/urdu possible/urdu hai../urdu jo/urdu aap/urdu bolein/urdu likha/urdu aa/urdu jaey../urdu baz/urdu auqat/urdu awaz/urdu nahi/urdu chala/urdu saktay../urdu thanks/urdu
nqbNLe84dpM,Pyari lag rahi ho,no,none,na,joy,Pyari/urdu lag/urdu rahi/urdu ho/urdu
UiYpRBQ74fs,"Waleykum Assalam 
Allah Aap Ko Apni Hifazat Mei Rakhe Aameen",no,none,na,joy,Waleykum/urdu Assalam/urdu Allah/urdu Aap/urdu Ko/urdu Apni/urdu Hifazat/urdu Mei/urdu Rakhe/urdu Aameen/urdu
8ksTrbtyTco,Rhs ye si log ni hain 😢😢,no,none,na,none,Rhs/ambiguous ye/urdu si/urdu log/urdu ni/urdu hain/urdu 😢😢/urdu
VUKai4CZSNw,sabse pehley tu logon ko biomono k baray mein batana choro as it is a scam,no,none,na,sadness,sabse/urdu pehley/urdu tu/urdu logon/urdu ko/urdu biomono/urdu k/urdu baray/urdu mein/urdu batana/urdu choro/urdu as/english it/english is/english a/english scam/english
zfjRK9s0pjA,Mashalla allha app ko Khush rakha❤❤❤❤❤,no,none,na,joy|none,Mashalla/urdu allha/urdu app/urdu ko/urdu Khush/urdu rakha❤❤❤❤❤/urdu
VUKai4CZSNw,Ducky Bhai ap bht achy hn 💝❤️‍🩹,no,none,na,joy,Ducky/urdu Bhai/urdu ap/urdu bht/urdu achy/urdu hn/urdu 💝❤️‍🩹/urdu
gvG35CxYOLg,8.16 Wala bhot maze ka tha 👹🐕,no,none,na,joy,8.16/urdu Wala/urdu bhot/urdu maze/urdu ka/urdu tha/urdu 👹🐕/urdu
BaMLBWWvNHA,Tere uqat ye he he ki agar kese ki sat laro tu Jo batt kie hove ho wo zahir kare,no,none,na,anger,Tere/urdu uqat/urdu ye/urdu he/urdu he/urdu ki/urdu agar/urdu kese/urdu ki/urdu sat/urdu laro/urdu tu/urdu Jo/urdu batt/urdu kie/urdu hove/urdu ho/urdu wo/urdu zahir/urdu kare/urdu
nqbNLe84dpM,Assalamualaikum iqra aapi mujay app py areeb bhai ki Pasand ka dress bahut bahut acha laga mashallah iqra aapi aap ki look bahut bahut pyaari lag rahi hai mashallah kisi ki nazer na lage iqra aapi aap ko mashallah 🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲💖💖💖💖💙💙💙💙💙😍😍😍😍🥰🥰🥰🥰,no,none,na,joy,Assalamualaikum/urdu iqra/urdu aapi/urdu mujay/urdu app/urdu py/urdu areeb/urdu bhai/urdu ki/urdu Pasand/urdu ka/urdu dress/urdu bahut/urdu bahut/urdu acha/urdu laga/urdu mashallah/urdu iqra/urdu aapi/urdu aap/urdu ki/urdu look/urdu bahut/urdu bahut/urdu pyaari/urdu lag/urdu rahi/urdu hai/urdu mashallah/urdu kisi/urdu ki/urdu nazer/urdu na/urdu lage/urdu iqra/urdu aapi/urdu aap/urdu ko/urdu mashallah/urdu 🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲🤲💖💖💖💖💙💙💙💙💙😍😍😍😍🥰🥰🥰🥰/ambiguous
gvG35CxYOLg,Ap ko marsha lag rahi hai  or mujhe moh Mai Pani arha hai🤤🤤😁,no,none,na,joy,Ap/urdu ko/urdu marsha/urdu lag/urdu rahi/urdu hai/urdu or/urdu mujhe/urdu moh/urdu Mai/urdu Pani/urdu arha/urdu hai🤤🤤😁/urdu
IMnXqYDHhZI,Kanwal mere husband ki trah khud e bol k apne pe logon ko idea dey den bolne ka log na bhi bolen sun k zaror bolen gay😂😂😂,no,none,na,joy|none,Kanwal/urdu mere/urdu husband/urdu ki/urdu trah/urdu khud/urdu e/urdu bol/urdu k/urdu apne/urdu pe/urdu logon/urdu ko/urdu idea/urdu dey/urdu den/urdu bolne/urdu ka/urdu log/urdu na/urdu bhi/urdu bolen/urdu sun/urdu k/urdu zaror/urdu bolen/urdu gay😂😂😂/urdu
BmpRnfu16YA,Zainab or is ki friends khusray,no,offensive,na,none,Zainab/urdu or/urdu is/urdu ki/urdu friends/urdu khusray/urdu
WJxfQWiP9DQ,"App inpe KABHHI B yaqeeen nhe kr sakte , Ye GirGat hen",no,none,na,none,"App/urdu inpe/urdu KABHHI/urdu B/urdu yaqeeen/urdu nhe/urdu kr/urdu sakte/urdu ,/urdu Ye/urdu GirGat/urdu hen/urdu"
8ksTrbtyTco,Please jaf ka phefune da da,no,none,na,none,Please/urdu jaf/urdu ka/urdu phefune/urdu da/urdu da/urdu
Erif7Vj9NSQ,Sabse pyari dikh rahi hai Fatima,no,none,na,none,Sabse/urdu pyari/urdu dikh/urdu rahi/urdu hai/urdu Fatima/urdu
eY0i4nBXqdY,Fatima api ma ape ki sab sa bade fan kho haya Noor 😊 me nga ape sab ma hira api Pasand ha or zainab sab sa bure😅,no,none,na,joy,Fatima/urdu api/urdu ma/urdu ape/urdu ki/urdu sab/urdu sa/urdu bade/urdu fan/urdu kho/urdu haya/urdu Noor/urdu 😊/urdu me/urdu nga/urdu ape/urdu sab/urdu ma/urdu hira/urdu api/urdu Pasand/urdu ha/urdu or/urdu zainab/urdu sab/urdu sa/urdu bure😅/urdu
4k0ZV0UFZSw,"Parliament may tu sare US , Israel aue per Asim Munir ke palto kote bayte hai",no,offensive,na,anger|sadness,"Parliament/urdu may/urdu tu/urdu sare/urdu US/urdu ,/urdu Israel/urdu aue/urdu per/urdu Asim/urdu Munir/urdu ke/urdu palto/urdu kote/urdu bayte/urdu hai/urdu"
N-0DINjOMlY,Life is unpredictable...bachi bht pyari hai..spoil na karain..,no,none,na,sadness,Life/english is/english unpredictable...bachi/english bht/urdu pyari/urdu hai..spoil/urdu na/urdu karain../urdu
BljaIOvFkcM,"W, salam bhai jaan ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤",no,none,na,joy,"W,/urdu salam/urdu bhai/urdu jaan/urdu ❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤❤/urdu"
BmpRnfu16YA,Ayein to aap subha thi pr shayed vlog bnaty bnaty raat ho gyi aap ki mama ne aadha ghanta diya tha ......aadhy ghanty ka din 😳😃😉😁,no,none,na,surprise,Ayein/urdu to/urdu aap/urdu subha/urdu thi/urdu pr/urdu shayed/urdu vlog/urdu bnaty/urdu bnaty/urdu raat/urdu ho/urdu gyi/urdu aap/urdu ki/urdu mama/urdu ne/urdu aadha/urdu ghanta/urdu diya/urdu tha/urdu ......aadhy/urdu ghanty/urdu ka/urdu din/urdu 😳😃😉😁/urdu
BmpRnfu16YA,Haya ki marriage hui hai,no,none,na,none,Haya/urdu ki/urdu marriage/urdu hui/urdu hai/urdu
8ksTrbtyTco,Please do with Ducky bhai,no,none,na,none,Please/urdu do/urdu with/urdu Ducky/urdu bhai/urdu
BmpRnfu16YA,Iska matlab aap niche niche upar upar se,no,none,na,none,Iska/urdu matlab/urdu aap/urdu niche/urdu niche/urdu upar/urdu upar/urdu se/urdu
eY0i4nBXqdY,Assalam walekum Fatimaappi main aapke sare block dekhti hun mera naam bi Fatima hai aur main 10 ears ki hun main aapko like subscribe bhi Karti hun aur Maine aapki sari videos per like subscribe kiya hai mera naam bhi Fatima hai main aapki Tarah shrarti bhi hun tej bolane wali bhi ho  mujhe aap logon se milane ka itna shauk hai aur aapse sabse jyada please aapka bhi aaya Karen main aapse milungi please aap Karachi aapke Hyderabad aaya Karen main aapse milungi main aapki sabse Badi fan hun please hamen comment ko padega please Allah Hafiz❤❤❤❤❤❤❤🥰🥰🥰😍😍🥹🥹,no,none,na,joy|surprise|none,Assalam/urdu walekum/urdu Fatimaappi/urdu main/urdu aapke/urdu sare/urdu block/urdu dekhti/urdu hun/urdu mera/urdu naam/urdu bi/urdu Fatima/urdu hai/urdu aur/urdu main/urdu 10/urdu ears/urdu ki/urdu hun/urdu main/urdu aapko/urdu like/urdu subscribe/urdu bhi/urdu Karti/urdu hun/urdu aur/urdu Maine/urdu aapki/urdu sari/urdu videos/urdu per/urdu like/urdu subscribe/urdu kiya/urdu hai/urdu mera/urdu naam/urdu bhi/urdu Fatima/urdu hai/urdu main/urdu aapki/urdu Tarah/urdu shrarti/urdu bhi/urdu hun/urdu tej/urdu bolane/urdu wali/urdu bhi/urdu ho/urdu mujhe/urdu aap/urdu logon/urdu se/urdu milane/urdu ka/urdu itna/urdu shauk/urdu hai/urdu aur/urdu aapse/urdu sabse/urdu jyada/urdu please/urdu aapka/urdu bhi/urdu aaya/urdu Karen/urdu main/urdu aapse/urdu milungi/urdu please/urdu aap/urdu Karachi/urdu aapke/urdu Hyderabad/urdu aaya/urdu Karen/urdu main/urdu aapse/urdu milungi/urdu main/urdu aapki/urdu sabse/urdu Badi/urdu fan/urdu hun/urdu please/urdu hamen/urdu comment/urdu ko/urdu padega/urdu please/urdu Allah/urdu Hafiz❤❤❤❤❤❤❤🥰🥰🥰😍😍🥹🥹/urdu
IMnXqYDHhZI,Jb itny kapry new E pary pary choty hogye hn Tou itna pesa waste krny Ki zrurat Kya thi. Ajeeeb,no,none,na,none,Jb/urdu itny/urdu kapry/urdu new/urdu E/urdu pary/urdu pary/urdu choty/urdu hogye/urdu hn/urdu Tou/urdu itna/urdu pesa/urdu waste/urdu krny/urdu Ki/urdu zrurat/urdu Kya/urdu thi./urdu Ajeeeb/urdu
UiYpRBQ74fs,Doonoo parties ki leader's n  tambers n in kay chayllay  aisay  hi aa ay hain 😅,no,none,na,joy|none,Doonoo/urdu parties/urdu ki/urdu leader's/urdu n/urdu tambers/urdu n/urdu in/urdu kay/urdu chayllay/urdu aisay/urdu hi/urdu aa/urdu ay/urdu hain/urdu 😅/urdu
BljaIOvFkcM,"Bangalio,Pashtoono,balocho, k bad ab kashmir ki bari hy.😢😮😭 ya ghadari 1857 sy hay....",no,offensive,na,anger|sadness,"Bangalio,Pashtoono,balocho,/urdu k/urdu bad/urdu ab/urdu kashmir/urdu ki/urdu bari/urdu hy.😢😮😭/urdu ya/urdu ghadari/urdu 1857/urdu sy/urdu hay..../urdu"
UiYpRBQ74fs,To ab kia Karin ham AP majbur kar dia ha ab koi bi hatyar utha sakta ha nafrat bohat ziada ho chuki adaron say asam Munir intzamin say,yes,offensive,na,anger|sadness|fear,To/urdu ab/urdu kia/urdu Karin/urdu ham/urdu AP/urdu majbur/urdu kar/urdu dia/urdu ha/urdu ab/urdu koi/urdu bi/urdu hatyar/urdu utha/urdu sakta/urdu ha/urdu nafrat/urdu bohat/urdu ziada/urdu ho/urdu chuki/urdu adaron/urdu say/urdu asam/urdu Munir/urdu intzamin/urdu say/urdu
PKFU1F2QEMQ,Khul na Sim Sim to Kam nhi aha par nisi ne pic he chup ke kholdia,no,none,na,joy|none,Khul/urdu na/urdu Sim/urdu Sim/urdu to/urdu Kam/urdu nhi/urdu aha/urdu par/urdu nisi/urdu ne/urdu pic/urdu he/urdu chup/urdu ke/urdu kholdia/urdu
BaMLBWWvNHA,Good bhai Acha kiya is ny sb k bacho ko kherab kiya hy,no,none,na,none,Good/urdu bhai/urdu Acha/urdu kiya/urdu is/urdu ny/urdu sb/urdu k/urdu bacho/urdu ko/urdu kherab/urdu kiya/urdu hy/urdu
EyrNOfyxSBQ,AP agli film naqab h,no,none,na,none,AP/urdu agli/urdu film/urdu naqab/urdu h/urdu
BmpRnfu16YA,Mashallah haya ka ghr pyara Hai but sistrology house Ki bat hi kuch aur Hai Fatima api your house is best,no,none,na,joy,Mashallah/urdu haya/urdu ka/urdu ghr/urdu pyara/urdu Hai/urdu but/urdu sistrology/urdu house/urdu Ki/urdu bat/urdu hi/urdu kuch/urdu aur/urdu Hai/urdu Fatima/urdu api/urdu your/urdu house/urdu is/urdu best/urdu
BmpRnfu16YA,Aese hote hain ameer log dil ke bhi ameer or paise ke bhi ameer koi show off nahi,no,none,na,joy|surprise,Aese/urdu hote/urdu hain/urdu ameer/urdu log/urdu dil/urdu ke/urdu bhi/urdu ameer/urdu or/urdu paise/urdu ke/urdu bhi/urdu ameer/urdu koi/urdu show/urdu off/urdu nahi/urdu
ttL6k7wzGmQ,Zindabad imran Khan hum pora Aoam imran Khan ki sath hai,no,none,na,joy,Zindabad/urdu imran/urdu Khan/urdu hum/urdu pora/urdu Aoam/urdu imran/urdu Khan/urdu ki/urdu sath/urdu hai/urdu
zXAAAXogJ78,Rubab  ko please  liya  kara vlog  my,no,none,na,joy,Rubab/urdu ko/urdu please/urdu liya/urdu kara/urdu vlog/urdu my/urdu
BmpRnfu16YA,Fatima api ya pink Car ap logo ne new li h,no,none,na,none,Fatima/urdu api/urdu ya/urdu pink/urdu Car/urdu ap/urdu logo/urdu ne/urdu new/urdu li/urdu h/urdu
BaMLBWWvNHA,To Fir Tumhara 3 milian Kyon hai aur Rajab baithkar 9 milian Kabhi Tum Dil saaf Rakhta To Ham bhi Tujhe subscribe karte😂,yes,offensive,na,sadness,To/urdu Fir/urdu Tumhara/urdu 3/urdu milian/urdu Kyon/urdu hai/urdu aur/urdu Rajab/urdu baithkar/urdu 9/urdu milian/urdu Kabhi/urdu Tum/urdu Dil/urdu saaf/urdu Rakhta/urdu To/urdu Ham/urdu bhi/urdu Tujhe/urdu subscribe/urdu karte😂/urdu
ttL6k7wzGmQ,Allah app haleema sahaba ki hafzat or madad kry Ameen,no,none,na,none,Allah/urdu app/urdu haleema/urdu sahaba/urdu ki/urdu hafzat/urdu or/urdu madad/urdu kry/urdu Ameen/urdu
IMnXqYDHhZI,Kanwal asi Dayhan hai koi b kam kare gi usky bd mera hisa ......Fazoool 2 Din ky he ty shock uthar gaya dayhan ky,no,none,na,none,Kanwal/urdu asi/urdu Dayhan/urdu hai/urdu koi/urdu b/urdu kam/urdu kare/urdu gi/urdu usky/urdu bd/urdu mera/urdu hisa/urdu ......Fazoool/urdu 2/urdu Din/urdu ky/urdu he/urdu ty/urdu shock/urdu uthar/urdu gaya/urdu dayhan/urdu ky/urdu
ttL6k7wzGmQ,"Allah Pak Pakistan ko salamat rakhay ❤ aur yazidi zalmun ko halak karay ameen.
We stand with the great leader Murshad Imran Khan.❤",no,none,na,joy,Allah/urdu Pak/urdu Pakistan/urdu ko/urdu salamat/urdu rakhay/urdu ❤/urdu aur/urdu yazidi/urdu zalmun/urdu ko/urdu halak/urdu karay/urdu ameen./urdu We/english stand/english with/english the/english great/english leader/english Murshad/english Imran/english Khan.❤/english
BmpRnfu16YA,wow yaar aap ka bhi  ghr  masallah se  km ni ha but so beautiful,no,none,na,none,wow/urdu yaar/urdu aap/urdu ka/urdu bhi/urdu ghr/urdu masallah/urdu se/urdu km/urdu ni/urdu ha/urdu but/urdu so/urdu beautiful/urdu
XHQrr9fmTkc,Fatima faisal aap sufi lag rahe o lookup season 2 😂😂,no,none,na,none,Fatima/urdu faisal/urdu aap/urdu sufi/urdu lag/urdu rahe/urdu o/urdu lookup/urdu season/urdu 2/urdu 😂😂/urdu
zfjRK9s0pjA,Allah ap logo ko seht dye Ameen 😊😊😊😊,no,none,na,none|joy,Allah/urdu ap/urdu logo/urdu ko/urdu seht/urdu dye/urdu Ameen/urdu 😊😊😊😊/urdu
gvG35CxYOLg,BHAI CHILLI SAUSE PI JO,no,none,na,joy,BHAI/urdu CHILLI/urdu SAUSE/urdu PI/urdu JO/urdu
4k0ZV0UFZSw,Jab tak Israel hai yah kabi iran aur America kay muzakarat kamiyab nahi honay day gay,no,none,na,none,Jab/urdu tak/urdu Israel/urdu hai/urdu yah/urdu kabi/urdu iran/urdu aur/urdu America/urdu kay/urdu muzakarat/urdu kamiyab/urdu nahi/urdu honay/urdu day/urdu gay/urdu
EyrNOfyxSBQ,Kya yah Sach hai,no,none,na,surprise,Kya/urdu yah/urdu Sach/urdu hai/urdu
EyrNOfyxSBQ,Bohat achi movie ha 🥹🥰,no,none,na,joy,Bohat/urdu achi/urdu movie/urdu ha/urdu 🥹🥰/urdu
VUKai4CZSNw,Dacky bhai 🫡 happy ho na,no,none,na,none,Dacky/urdu bhai/urdu 🫡/urdu happy/urdu ho/urdu na/urdu
EyrNOfyxSBQ,film ka nam to garat ha lakin tum log ma garat nhi ha,no,offensive,na,none,film/urdu ka/urdu nam/urdu to/urdu garat/urdu ha/urdu lakin/urdu tum/urdu log/urdu ma/urdu garat/urdu nhi/urdu ha/urdu
WJxfQWiP9DQ,Noon ki ni chati halat trhk ho kiun.kay noom.leak khud chahati hay army kay janrail badnam hon awaam sara nazla army par dalti kiun kay lay kar any wali army hay,no,none,na,none,Noon/urdu ki/urdu ni/urdu chati/urdu halat/urdu trhk/urdu ho/urdu kiun.kay/urdu noom.leak/urdu khud/urdu chahati/urdu hay/urdu army/urdu kay/urdu janrail/urdu badnam/urdu hon/urdu awaam/urdu sara/urdu nazla/urdu army/urdu par/urdu dalti/urdu kiun/urdu kay/urdu lay/urdu kar/urdu any/urdu wali/urdu army/urdu hay/urdu
zfjRK9s0pjA,Fatima ka Sath horror prank,no,none,na,none,Fatima/urdu ka/urdu Sath/urdu horror/urdu prank/urdu
IMnXqYDHhZI,Knwal api aizal k kpry mujhy dy dyn,no,none,na,none,Knwal/urdu api/urdu aizal/urdu k/urdu kpry/urdu mujhy/urdu dy/urdu dyn/urdu
BaMLBWWvNHA,"500k views b nh aty tery , Rajab ki pic se almost 4M views 😂 that's the power of Rajab",no,hate,na,none,"500k/urdu views/urdu b/urdu nh/urdu aty/urdu tery/urdu ,/urdu Rajab/urdu ki/urdu pic/urdu se/urdu almost/urdu 4M/urdu views/urdu 😂/urdu that's/english the/english power/english of/english Rajab/english"
eY0i4nBXqdY,Humne bhi khaya hai bahut majedar hota hai,no,none,na,none,Humne/urdu bhi/urdu khaya/urdu hai/urdu bahut/urdu majedar/urdu hota/urdu hai/urdu
BaMLBWWvNHA,kutti ka bucha lanat tara ta suba sham,yes,hate,factual,anger,kutti/urdu ka/urdu bucha/urdu lanat/urdu tara/urdu ta/urdu suba/urdu sham/urdu
BljaIOvFkcM,Imran Riaz khan sir yehi as it is moqef Sindhion ka bhi hai farak Sirf ye hai k Sindhion k tamam tar wasael pr kàbza kia ja chukka hai jab k Kashmirion k Sath aesa krne ki Koshish ki ja Rahi hai lekn app ne Sindhion k Leye kabhi awaz nahi uthate,yes,none,na,none,Imran/urdu Riaz/urdu khan/urdu sir/urdu yehi/urdu as/english it/english is/english moqef/urdu Sindhion/urdu ka/urdu bhi/urdu hai/urdu farak/urdu Sirf/urdu ye/urdu hai/urdu k/urdu Sindhion/urdu k/urdu tamam/urdu tar/urdu wasael/urdu pr/urdu kàbza/urdu kia/urdu ja/urdu chukka/urdu hai/urdu jab/urdu k/urdu Kashmirion/urdu k/urdu Sath/urdu aesa/urdu krne/urdu ki/urdu Koshish/urdu ki/urdu ja/urdu Rahi/urdu hai/urdu lekn/urdu app/urdu ne/urdu Sindhion/urdu k/urdu Leye/urdu kabhi/urdu awaz/urdu nahi/urdu uthate/urdu
EyrNOfyxSBQ,Ab beghrat hamien gherat k bare me batye ge,no,none,na,none,Ab/urdu beghrat/urdu hamien/urdu gherat/urdu k/urdu bare/urdu me/urdu batye/urdu ge/urdu
BaMLBWWvNHA,Kehan vo 10 million wala kehan tum 3 million wale 😎🤣 rajab ke nam pe phale views leke ab Bhonk reha ha 😂 vo fitna ha to tum fit a pro max ho bhai,yes,none,na,anger,Kehan/urdu vo/urdu 10/urdu million/urdu wala/urdu kehan/urdu tum/urdu 3/urdu million/urdu wale/urdu 😎🤣/urdu rajab/urdu ke/urdu nam/urdu pe/urdu phale/urdu views/urdu leke/urdu ab/urdu Bhonk/urdu reha/urdu ha/urdu 😂/urdu vo/urdu fitna/urdu ha/urdu to/urdu tum/urdu fit/urdu a/urdu pro/urdu max/urdu ho/urdu bhai/urdu
FH8OUP2_sN4,Ducky bhai please come back 🙏 😢 😭,no,none,na,sadness,Ducky/urdu bhai/urdu please/urdu come/urdu back/urdu 🙏/urdu 😢/urdu 😭/urdu
nqbNLe84dpM,Jolo chip Kahan Sy liya hay,no,none,na,none,Jolo/urdu chip/urdu Kahan/urdu Sy/urdu liya/urdu hay/urdu
VUKai4CZSNw,Mana to subscribe be kia huwa ha phir be maza nhi a raha,no,none,na,sadness,Mana/urdu to/urdu subscribe/urdu be/urdu kia/urdu huwa/urdu ha/urdu phir/urdu be/urdu maza/urdu nhi/urdu a/urdu raha/urdu
BljaIOvFkcM,tu tou dallay PAKISTAN KA DUSHMAN BAN GAYA HAI,yes,hate,na,anger,tu/urdu tou/urdu dallay/urdu PAKISTAN/urdu KA/urdu DUSHMAN/urdu BAN/urdu GAYA/urdu HAI/urdu
UiYpRBQ74fs,Pagal ho raha hai power ky liye army chief,no,hate,na,anger,Pagal/urdu ho/urdu raha/urdu hai/urdu power/urdu ky/urdu liye/urdu army/urdu chief/urdu
zXAAAXogJ78,Y kutta khane ka damu ha JB hi 2no kha k kharab kar deye,no,hate,na,anger,Y/urdu kutta/urdu khane/urdu ka/urdu damu/urdu ha/urdu JB/urdu hi/urdu 2no/urdu kha/urdu k/urdu kharab/urdu kar/urdu deye/urdu
BmpRnfu16YA,WOW Content nhi  mila to Haya ke ghar a gai  AJ hum Haya ke ghar ka tour de ge,no,none,na,none,WOW/urdu Content/urdu nhi/urdu mila/urdu to/urdu Haya/urdu ke/urdu ghar/urdu a/urdu gai/urdu AJ/urdu hum/urdu Haya/urdu ke/urdu ghar/urdu ka/urdu tour/urdu de/urdu ge/urdu
N-0DINjOMlY,Sardi Sardi kerni  hai but kanwal bibi ne shawl nahi orhni 😂 Modren nahi lagay gi 😂,no,none,na,none,Sardi/urdu Sardi/urdu kerni/urdu hai/urdu but/urdu kanwal/urdu bibi/urdu ne/urdu shawl/urdu nahi/urdu orhni/urdu 😂/urdu Modren/urdu nahi/urdu lagay/urdu gi/urdu 😂/urdu
hhFGhAo4ZfY,App ka fram house ka vedio dena ...,no,none,na,none,App/urdu ka/urdu fram/urdu house/urdu ka/urdu vedio/urdu dena/urdu .../urdu
FH8OUP2_sN4,Maza a giya vlag ka 😊❤,no,none,na,none,Maza/urdu a/urdu giya/urdu vlag/urdu ka/urdu 😊❤/urdu
4k0ZV0UFZSw,Or usi paisay ki wajha sy aap Ishaq e Imran khan sy bahir bi nhi nikl pa rhy,no,none,misinfo,none,Or/urdu usi/urdu paisay/urdu ki/urdu wajha/urdu sy/urdu aap/urdu Ishaq/urdu e/urdu Imran/urdu khan/urdu sy/urdu bahir/urdu bi/urdu nhi/urdu nikl/urdu pa/urdu rhy/urdu
BaMLBWWvNHA,Wah zulqernan bhai wah ap na to kmal kr dia,no,none,na,none,Wah/urdu zulqernan/urdu bhai/urdu wah/urdu ap/urdu na/urdu to/urdu kmal/urdu kr/urdu dia/urdu
BljaIOvFkcM,Sub KO pta Pakistan kon loot k khaa Raha 78 Saal sy,no,offensive,factual,sadness,Sub/urdu KO/urdu pta/urdu Pakistan/urdu kon/urdu loot/urdu k/urdu khaa/urdu Raha/urdu 78/urdu Saal/urdu sy/urdu
